year,state,cause,sum(deaths)
2013,Hawaii,Alzheimer's disease,260
2013,Idaho,Influenza and pneumonia,259
2013,Maine,Influenza and pneumonia,258
2013,Rhode Island,Diabetes,258
2011,Montana,Alzheimer's disease,258
2014,Maine,Influenza and pneumonia,258
2007,Montana,Diabetes,258
2009,Nebraska,Kidney disease,258
1999,Wyoming,Unintentional injuries,258
2006,Hawaii,Influenza and pneumonia,257
2012,Maine,Kidney disease,257
2011,Vermont,Alzheimer's disease,257
2003,District of Columbia,Stroke,257
2008,Rhode Island,Influenza and pneumonia,257
2011,Maine,Kidney disease,257
2003,Montana,Influenza and pneumonia,256
2009,Montana,Alzheimer's disease,256
2005,West Virginia,Suicide,255
2002,Montana,Influenza and pneumonia,255
2000,Nebraska,Kidney disease,254
2008,Montana,Diabetes,254
2002,Nevada,Alzheimer's disease,253
2014,Montana,Alzheimer's disease,253
2009,Hawaii,Alzheimer's disease,253
2004,Vermont,Unintentional injuries,253
2005,Rhode Island,Influenza and pneumonia,253
2016,South Dakota,Diabetes,253
2003,Wyoming,Stroke,253
2009,West Virginia,Suicide,253
2003,Rhode Island,Diabetes,252
2007,New Mexico,Kidney disease,252
2014,Rhode Island,Diabetes,252
2013,Maine,Kidney disease,252
1999,Montana,Influenza and pneumonia,252
2000,District of Columbia,Stroke,252
2008,Idaho,Suicide,252
2011,Montana,Diabetes,252
2016,District of Columbia,Stroke,252
2006,Maine,Kidney disease,252
2014,Nebraska,Suicide,251
2001,Rhode Island,Alzheimer's disease,251
2014,Montana,Suicide,251
2009,Maine,Influenza and pneumonia,251
2014,Montana,Diabetes,250
2005,Iowa,Kidney disease,250
2005,Maine,Kidney disease,250
2013,Montana,Diabetes,250
2001,Montana,Alzheimer's disease,249
2006,Montana,Diabetes,249
2006,Nebraska,Kidney disease,249
2012,Hawaii,Alzheimer's disease,249
1999,New Mexico,Alzheimer's disease,248
2007,Nevada,Alzheimer's disease,248
2007,Rhode Island,Diabetes,248
2000,North Dakota,Unintentional injuries,248
2016,Vermont,Stroke,247
2007,South Dakota,Diabetes,247
2007,Hawaii,Alzheimer's disease,247
2014,New Hampshire,Suicide,247
2002,North Dakota,Unintentional injuries,246
2016,Nebraska,Suicide,246
2002,Hawaii,Influenza and pneumonia,246
2015,Rhode Island,Influenza and pneumonia,246
2005,Nebraska,Kidney disease,245
2000,Wyoming,Unintentional injuries,245
2000,West Virginia,Suicide,245
2013,Maine,Suicide,245
1999,Utah,Alzheimer's disease,245
1999,Montana,Diabetes,244
2016,New Hampshire,Suicide,244
1999,Idaho,Alzheimer's disease,243
2004,South Dakota,Alzheimer's disease,243
2013,Montana,Suicide,243
2002,Wyoming,Stroke,243
1999,Rhode Island,Unintentional injuries,243
2004,Wyoming,Unintentional injuries,243
2000,Rhode Island,Alzheimer's disease,242
2015,District of Columbia,Stroke,242
2005,Hawaii,Influenza and pneumonia,241
2005,South Dakota,Influenza and pneumonia,241
2005,South Dakota,Diabetes,241
2003,Iowa,Kidney disease,241
2012,Delaware,Diabetes,241
2010,South Dakota,Diabetes,240
2002,South Dakota,Influenza and pneumonia,240
2002,Vermont,Unintentional injuries,240
2003,Delaware,Diabetes,239
2005,New Mexico,Kidney disease,239
2001,Idaho,Influenza and pneumonia,239
2016,Maine,Kidney disease,239
2016,Rhode Island,Diabetes,239
2001,North Dakota,Unintentional injuries,238
2016,Alaska,CLRD,238
2010,Vermont,Alzheimer's disease,238
2002,New Hampshire,Influenza and pneumonia,237
2013,South Dakota,Diabetes,237
2003,Hawaii,Influenza and pneumonia,237
2004,Montana,Diabetes,237
2004,Idaho,Suicide,236
2007,Maine,Influenza and pneumonia,236
2010,New Hampshire,Diabetes,236
1999,Rhode Island,Diabetes,236
2006,Wyoming,Stroke,236
2004,Hawaii,Influenza and pneumonia,236
2015,Maine,Suicide,235
2003,Montana,Alzheimer's disease,235
2000,Rhode Island,Unintentional injuries,235
2003,Vermont,Unintentional injuries,235
2004,Utah,Kidney disease,235
2011,Maine,Suicide,235
2010,Maine,Influenza and pneumonia,234
2008,Wyoming,Stroke,234
2000,Vermont,Unintentional injuries,234
2009,Wyoming,Stroke,233
2005,Delaware,Diabetes,233
2012,Montana,Suicide,233
2012,Montana,Diabetes,233
2003,District of Columbia,Unintentional injuries,233
2002,Maine,Kidney disease,232
2012,Nebraska,Suicide,232
2011,Montana,Suicide,232
1999,Nebraska,Kidney disease,232
2005,District of Columbia,Stroke,231
2016,Maine,Influenza and pneumonia,231
2001,Vermont,Unintentional injuries,230
2001,Montana,Diabetes,229
1999,West Virginia,Suicide,229
2004,South Dakota,Diabetes,229
2000,Delaware,Influenza and pneumonia,229
1999,Hawaii,Influenza and pneumonia,229
2007,Idaho,Influenza and pneumonia,228
2005,Idaho,Suicide,228
2009,Montana,Diabetes,228
2011,Utah,Kidney disease,228
2015,New Hampshire,Suicide,228
2004,Montana,Alzheimer's disease,228
2011,Vermont,Stroke,227
2010,Montana,Suicide,227
2004,New Mexico,Kidney disease,227
2010,Montana,Diabetes,227
2000,Montana,Diabetes,227
2003,South Dakota,Influenza and pneumonia,227
2016,Maine,Suicide,226
2013,New Hampshire,Influenza and pneumonia,226
2014,Delaware,Diabetes,226
1999,Iowa,Kidney disease,226
2011,Rhode Island,Influenza and pneumonia,226
2006,Montana,Alzheimer's disease,226
2007,North Dakota,Diabetes,226
2006,Iowa,Kidney disease,225
2009,Hawaii,Kidney disease,225
2006,Idaho,Influenza and pneumonia,225
2006,District of Columbia,Unintentional injuries,224
2011,Delaware,Diabetes,224
2001,North Dakota,Alzheimer's disease,224
2014,South Dakota,Diabetes,224
2004,District of Columbia,Diabetes,224
2007,Rhode Island,Influenza and pneumonia,224
2014,Maine,Kidney disease,223
2015,Nebraska,Suicide,223
2001,District of Columbia,Unintentional injuries,223
2007,Delaware,Diabetes,223
2007,Idaho,Suicide,223
2009,Rhode Island,Influenza and pneumonia,222
2008,District of Columbia,Stroke,222
2006,Idaho,Suicide,222
2013,Nebraska,Kidney disease,222
1999,District of Columbia,Diabetes,221
2009,Vermont,Stroke,221
2006,District of Columbia,Stroke,221
2000,District of Columbia,Diabetes,221
2000,Hawaii,Influenza and pneumonia,221
2005,Wyoming,Stroke,221
2007,Utah,Kidney disease,220
2013,Nebraska,Suicide,220
2001,Iowa,Kidney disease,220
2007,District of Columbia,Stroke,220
2014,Maine,Suicide,220
2002,New Mexico,Kidney disease,220
2014,Hawaii,Kidney disease,220
2011,New Hampshire,Influenza and pneumonia,220
2016,Nebraska,Kidney disease,220
2009,Montana,Suicide,219
2004,District of Columbia,Unintentional injuries,219
2004,Idaho,Influenza and pneumonia,219
2000,Montana,Alzheimer's disease,219
1999,Rhode Island,Alzheimer's disease,219
2008,Vermont,Alzheimer's disease,218
2001,Delaware,Diabetes,218
2015,Idaho,Influenza and pneumonia,218
2005,Hawaii,Diabetes,218
2004,District of Columbia,Stroke,218
2008,Hawaii,Alzheimer's disease,218
2012,South Dakota,Diabetes,218
2013,Delaware,Diabetes,218
2008,Delaware,Diabetes,217
2012,Nebraska,Kidney disease,217
2003,Idaho,Suicide,217
2011,Idaho,Influenza and pneumonia,217
2014,District of Columbia,Unintentional injuries,217
2003,New Mexico,Kidney disease,217
2008,South Dakota,Diabetes,216
2013,District of Columbia,Unintentional injuries,216
2001,New Hampshire,Influenza and pneumonia,216
2015,Delaware,Diabetes,215
2002,Delaware,Diabetes,215
2010,Delaware,Alzheimer's disease,215
2016,Hawaii,Kidney disease,215
2009,North Dakota,Diabetes,214
2011,Nebraska,Kidney disease,214
2014,District of Columbia,Stroke,214
2002,North Dakota,Diabetes,214
2004,Wyoming,Stroke,214
2011,Wyoming,Stroke,214
2012,Delaware,Alzheimer's disease,213
2009,Rhode Island,Diabetes,213
2013,Wyoming,Stroke,213
2015,South Dakota,Influenza and pneumonia,213
2005,Montana,Influenza and pneumonia,213
2001,South Dakota,Diabetes,212
2010,District of Columbia,Unintentional injuries,212
2008,Utah,Kidney disease,212
2000,South Dakota,Influenza and pneumonia,212
2006,New Hampshire,Influenza and pneumonia,212
2009,Utah,Kidney disease,212
1999,Hawaii,Diabetes,211
2003,North Dakota,Diabetes,211
2001,Nevada,Alzheimer's disease,211
2010,Rhode Island,Diabetes,211
2008,New Hampshire,Influenza and pneumonia,211
2015,Maine,Kidney disease,211
2013,Montana,Influenza and pneumonia,210
2004,Delaware,Diabetes,210
2006,Utah,Kidney disease,210
2001,Idaho,Suicide,210
2002,Montana,Diabetes,210
2011,District of Columbia,Stroke,209
2001,District of Columbia,Diabetes,209
2007,Wyoming,Stroke,209
2013,Hawaii,Kidney disease,209
2000,North Dakota,Alzheimer's disease,209
2004,North Dakota,Diabetes,209
1999,Vermont,Unintentional injuries,209
2012,Maine,Suicide,209
2001,Maine,Kidney disease,208
2006,North Dakota,Diabetes,208
2016,Delaware,Kidney disease,208
2010,Hawaii,Kidney disease,208
2016,Wyoming,Stroke,208
2010,Idaho,Influenza and pneumonia,208
2001,Hawaii,Influenza and pneumonia,207
2010,Hawaii,Suicide,207
2011,North Dakota,Diabetes,207
2009,Idaho,Influenza and pneumonia,207
2005,District of Columbia,Unintentional injuries,207
2016,Idaho,Influenza and pneumonia,207
2003,Utah,Kidney disease,207
2007,New Hampshire,Influenza and pneumonia,207
2012,District of Columbia,Stroke,207
2009,Delaware,Diabetes,206
2006,Rhode Island,Diabetes,206
2008,Idaho,Influenza and pneumonia,206
2010,New Hampshire,Kidney disease,206
2005,Montana,Suicide,206
2007,Vermont,Alzheimer's disease,205
2012,Maine,Influenza and pneumonia,205
2012,Wyoming,Stroke,205
1999,Montana,Alzheimer's disease,205
2015,Alaska,CLRD,204
2005,North Dakota,Diabetes,204
2014,Hawaii,Suicide,204
2008,Delaware,Alzheimer's disease,204
2002,Hawaii,Diabetes,204
2010,Wyoming,Stroke,204
2000,District of Columbia,Unintentional injuries,204
2012,New Hampshire,Influenza and pneumonia,204
2003,New Hampshire,Influenza and pneumonia,204
2008,Montana,Suicide,203
1999,North Dakota,Diabetes,203
2016,New Hampshire,Influenza and pneumonia,203
2003,South Dakota,Diabetes,203
2016,Delaware,Diabetes,203
2011,Delaware,Alzheimer's disease,203
2000,Hawaii,Diabetes,203
2000,North Dakota,Diabetes,203
2009,South Dakota,Diabetes,202
2012,New Hampshire,Suicide,202
2006,Nebraska,Suicide,202
2015,Hawaii,Kidney disease,202
2000,Montana,Influenza and pneumonia,202
2002,Idaho,Suicide,202
2003,Hawaii,Diabetes,202
2011,Hawaii,Kidney disease,201
2006,Hawaii,Alzheimer's disease,201
2007,Delaware,Alzheimer's disease,201
2002,Nebraska,Suicide,201
2015,Hawaii,Suicide,201
2015,Alaska,Suicide,201
2008,North Dakota,Diabetes,201
2002,District of Columbia,Unintentional injuries,200
2014,Idaho,Influenza and pneumonia,200
2010,Rhode Island,Kidney disease,199
2009,District of Columbia,Stroke,199
2007,Hawaii,Influenza and pneumonia,199
2012,Hawaii,Kidney disease,199
2011,New Hampshire,Suicide,198
2015,Wyoming,Stroke,198
2012,Rhode Island,Diabetes,198
2008,Hawaii,Kidney disease,197
2013,North Dakota,Diabetes,197
2009,Maine,Suicide,197
2013,Alaska,CLRD,197
2010,Rhode Island,Influenza and pneumonia,197
2011,Hawaii,Alzheimer's disease,197
2007,Montana,Suicide,196
2016,Alaska,Stroke,196
2010,District of Columbia,Stroke,196
2001,North Dakota,Diabetes,196
2010,New Hampshire,Suicide,196
1999,South Dakota,Diabetes,196
2009,Alaska,CLRD,196
2010,Delaware,Diabetes,196
2000,Nevada,Alzheimer's disease,195
2016,South Dakota,Influenza and pneumonia,195
2013,Rhode Island,Influenza and pneumonia,195
2015,North Dakota,Diabetes,195
2008,Rhode Island,Diabetes,195
2002,South Dakota,Diabetes,195
2000,New Hampshire,Influenza and pneumonia,194
2009,New Hampshire,Influenza and pneumonia,194
2004,Hawaii,Diabetes,194
2014,New Hampshire,Influenza and pneumonia,194
2011,Alaska,CLRD,194
2015,New Hampshire,Kidney disease,194
2012,District of Columbia,Unintentional injuries,194
2001,Montana,Influenza and pneumonia,193
2007,District of Columbia,Unintentional injuries,193
2016,Alaska,Suicide,193
2000,Nebraska,Suicide,193
2000,Delaware,Diabetes,193
2010,Nebraska,Suicide,193
2011,Nebraska,Suicide,193
2014,Alaska,CLRD,192
2005,Hawaii,Alzheimer's disease,192
2010,North Dakota,Diabetes,192
2005,District of Columbia,Diabetes,192
2013,Delaware,Alzheimer's disease,192
1999,Maine,Kidney disease,191
2002,District of Columbia,Diabetes,191
2008,Nebraska,Suicide,191
2006,Delaware,Diabetes,191
2007,Maine,Suicide,191
2010,New Hampshire,Influenza and pneumonia,191
2016,Idaho,Kidney disease,190
2012,Hawaii,Suicide,190
2009,Vermont,Alzheimer's disease,190
2009,Rhode Island,Kidney disease,190
2003,North Dakota,Influenza and pneumonia,189
2007,South Dakota,Influenza and pneumonia,189
2013,Alaska,Stroke,189
2014,Wyoming,Stroke,189
2012,Alaska,CLRD,189
2006,Montana,Suicide,189
2006,Delaware,Alzheimer's disease,189
2010,Hawaii,Alzheimer's disease,189
2012,Idaho,Influenza and pneumonia,189
2015,Delaware,Influenza and pneumonia,189
2008,Delaware,Kidney disease,189
2014,Delaware,Alzheimer's disease,188
2012,Alaska,Stroke,188
2001,South Dakota,Influenza and pneumonia,188
2013,District of Columbia,Stroke,187
2005,Nebraska,Suicide,187
1999,New Hampshire,Influenza and pneumonia,187
2001,Nebraska,Suicide,187
2010,Idaho,Kidney disease,186
2009,Idaho,Kidney disease,186
2006,Vermont,Alzheimer's disease,186
2010,Maine,Suicide,186
2011,District of Columbia,Unintentional injuries,185
2012,North Dakota,Diabetes,185
2013,New Hampshire,Suicide,185
2012,South Dakota,Influenza and pneumonia,185
2003,Alaska,Stroke,185
2006,District of Columbia,Diabetes,184
2005,Vermont,Alzheimer's disease,184
2013,South Dakota,Influenza and pneumonia,184
2002,Utah,Kidney disease,184
2002,Montana,Suicide,184
2007,Montana,Influenza and pneumonia,183
2003,Vermont,Diabetes,183
2015,Montana,Influenza and pneumonia,183
2015,Alaska,Stroke,182
2011,Hawaii,Suicide,181
2007,Nebraska,Suicide,181
2008,Alaska,CLRD,181
2014,South Dakota,Influenza and pneumonia,181
2001,Delaware,Influenza and pneumonia,181
1999,Idaho,Suicide,181
2008,Maine,Suicide,181
2000,South Dakota,Diabetes,180
2003,Montana,Suicide,180
2011,Rhode Island,Diabetes,180
2005,Delaware,Alzheimer's disease,180
1999,Delaware,Diabetes,179
2006,Hawaii,Kidney disease,179
2000,South Dakota,Alzheimer's disease,179
2004,South Dakota,Influenza and pneumonia,179
1999,Vermont,Diabetes,179
2008,New Hampshire,Suicide,179
2003,District of Columbia,Diabetes,179
2014,Montana,Influenza and pneumonia,179
2005,Alaska,Stroke,178
2011,South Dakota,Influenza and pneumonia,178
2001,Utah,Kidney disease,178
2013,Delaware,Kidney disease,178
2008,South Dakota,Influenza and pneumonia,177
2006,Alaska,Stroke,177
1999,Nebraska,Suicide,177
2005,Utah,Kidney disease,177
2010,Alaska,CLRD,176
2009,Delaware,Kidney disease,176
2003,Nebraska,Suicide,176
2014,North Dakota,Diabetes,176
2007,Hawaii,Kidney disease,176
2014,Rhode Island,Influenza and pneumonia,176
2009,Montana,Influenza and pneumonia,176
2005,Maine,Suicide,175
2004,Montana,Suicide,175
1999,Maine,Suicide,175
2000,Maine,Kidney disease,175
2006,Vermont,Diabetes,175
2007,Alaska,CLRD,175
2000,District of Columbia,CLRD,175
2009,Hawaii,Suicide,175
2001,Montana,Suicide,175
2013,New Hampshire,Kidney disease,175
2015,Delaware,Kidney disease,174
2014,North Dakota,Influenza and pneumonia,174
2008,New Hampshire,Kidney disease,174
2002,Vermont,Diabetes,174
2003,South Dakota,Alzheimer's disease,174
2016,Hawaii,Suicide,174
2011,Rhode Island,Kidney disease,174
1999,Nevada,Alzheimer's disease,174
2015,South Dakota,Suicide,173
2004,Vermont,Alzheimer's disease,173
2005,Vermont,Diabetes,173
2006,South Dakota,Influenza and pneumonia,173
2001,Hawaii,Diabetes,173
2014,Delaware,Kidney disease,173
2008,Idaho,Kidney disease,173
2005,New Hampshire,Kidney disease,173
2008,Alaska,Stroke,172
2015,North Dakota,Influenza and pneumonia,172
2001,New Mexico,Kidney disease,172
2005,North Dakota,Influenza and pneumonia,172
2011,New Hampshire,Kidney disease,172
2004,Alaska,Stroke,172
2013,Hawaii,Suicide,171
1999,Alaska,Stroke,171
2012,Wyoming,Suicide,171
2004,Hawaii,Alzheimer's disease,171
2003,Vermont,Alzheimer's disease,171
2016,North Dakota,Diabetes,171
2013,Alaska,Suicide,171
2004,Maine,Suicide,171
2000,Alaska,Stroke,170
2000,Utah,Kidney disease,170
2009,Nebraska,Suicide,170
2007,Vermont,Diabetes,170
2010,South Dakota,Influenza and pneumonia,169
2006,Montana,Influenza and pneumonia,169
2008,Alaska,Suicide,169
2011,Alaska,Stroke,168
2012,Vermont,Diabetes,168
2010,Montana,Influenza and pneumonia,168
2008,Montana,Influenza and pneumonia,168
2012,Alaska,Suicide,168
2011,Vermont,Diabetes,168
2002,Delaware,Influenza and pneumonia,168
2014,New Hampshire,Kidney disease,167
2010,Alaska,Stroke,167
2014,Alaska,Suicide,167
2006,Rhode Island,Kidney disease,167
2001,New Hampshire,Suicide,167
2002,South Dakota,Alzheimer's disease,167
2007,Rhode Island,Kidney disease,167
2000,Idaho,Suicide,167
2004,Nebraska,Suicide,166
2016,Vermont,Diabetes,166
2002,Maine,Suicide,166
2000,North Dakota,Influenza and pneumonia,166
1999,District of Columbia,CLRD,166
2009,New Hampshire,Suicide,166
2004,District of Columbia,CLRD,165
2009,New Hampshire,Kidney disease,165
2016,Rhode Island,Influenza and pneumonia,165
2004,Montana,Influenza and pneumonia,165
2010,Alaska,Suicide,164
2004,Hawaii,Kidney disease,164
2009,Delaware,Alzheimer's disease,163
2004,New Hampshire,Kidney disease,163
2007,Delaware,Kidney disease,163
2016,South Dakota,Suicide,163
2000,Vermont,Diabetes,163
2008,Rhode Island,Kidney disease,163
2002,Vermont,Alzheimer's disease,163
2002,North Dakota,Influenza and pneumonia,162
2001,North Dakota,Influenza and pneumonia,162
1999,New Mexico,Kidney disease,162
1999,Montana,Suicide,162
2009,Alaska,Stroke,162
2015,District of Columbia,Diabetes,162
2005,New Hampshire,Suicide,162
2005,Delaware,Influenza and pneumonia,162
2014,Wyoming,Alzheimer's disease,162
2012,New Hampshire,Kidney disease,161
1999,District of Columbia,Unintentional injuries,161
2001,Maine,Suicide,161
2016,New Hampshire,Kidney disease,161
2003,Hawaii,Alzheimer's disease,161
2012,Rhode Island,Influenza and pneumonia,161
2006,New Hampshire,Kidney disease,160
2008,District of Columbia,Unintentional injuries,160
2015,Vermont,Diabetes,159
2003,New Hampshire,Suicide,158
2001,Alaska,Stroke,158
2005,Alaska,CLRD,158
2010,Delaware,Kidney disease,158
2002,Alaska,Stroke,158
2000,Montana,Suicide,158
2006,Maine,Suicide,158
2007,New Hampshire,Suicide,158
1999,North Dakota,Influenza and pneumonia,157
2014,Alaska,Stroke,157
2015,Wyoming,Suicide,157
2007,Alaska,Stroke,157
2008,District of Columbia,Diabetes,156
2005,Rhode Island,Kidney disease,156
2014,Delaware,Influenza and pneumonia,156
2001,South Dakota,Alzheimer's disease,156
2011,Montana,Influenza and pneumonia,156
2016,Montana,Kidney disease,155
2004,Alaska,Suicide,155
2004,Delaware,Alzheimer's disease,155
2001,Vermont,Diabetes,155
2012,Montana,Influenza and pneumonia,155
1999,North Dakota,Alzheimer's disease,155
1999,Delaware,Influenza and pneumonia,155
1999,South Dakota,Alzheimer's disease,155
2000,Maine,Suicide,154
2014,Vermont,Diabetes,154
2011,Idaho,Kidney disease,154
2015,Idaho,Kidney disease,154
2011,Wyoming,Alzheimer's disease,153
2006,Delaware,Kidney disease,152
2000,New Mexico,Kidney disease,152
2016,District of Columbia,CLRD,152
2007,District of Columbia,Diabetes,152
2011,District of Columbia,Diabetes,152
2006,New Hampshire,Suicide,151
2010,Vermont,Diabetes,151
2008,Montana,Kidney disease,151
2011,District of Columbia,CLRD,151
2015,Wyoming,Alzheimer's disease,151
2008,Vermont,Diabetes,151
2004,Vermont,Diabetes,150
2003,New Hampshire,Kidney disease,150
2001,District of Columbia,CLRD,150
2013,Delaware,Influenza and pneumonia,150
2005,Hawaii,Kidney disease,150
2013,District of Columbia,CLRD,150
2007,Alaska,Suicide,149
2011,Delaware,Kidney disease,149
2007,New Hampshire,Kidney disease,149
2001,Vermont,Alzheimer's disease,149
2013,Rhode Island,Kidney disease,149
2003,Rhode Island,Kidney disease,149
2013,Idaho,Kidney disease,148
2012,Idaho,Kidney disease,148
2008,North Dakota,Influenza and pneumonia,148
2004,North Dakota,Influenza and pneumonia,148
2016,Montana,Influenza and pneumonia,147
